text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"To get as many people vaccinated as quickly as possible, we need more clinics across the nation. That’s why my admi… https://t.co/nhzPNXNruk",FALSE,51818,NA,2021-01-16T21:55:00Z,TRUE,NA,1350562220367884289,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,6110,FALSE,FALSE,NA,NA
Science will be at the forefront of my administration — and this group will ensure everything we do is grounded in… https://t.co/n0Sos0SOdx,FALSE,75445,NA,2021-01-16T18:47:53Z,TRUE,NA,1350515133034819584,NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>",JoeBiden,9144,FALSE,FALSE,NA,NA
Getting America vaccinated will be one of the most challenging operational efforts ever undertaken. But you have my… https://t.co/mNdZQOlSYc,FALSE,63368,NA,2021-01-16T16:30:00Z,TRUE,NA,1350480432341520384,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,6666,FALSE,FALSE,NA,NA
"We not only have an economic imperative to act now, we have a moral obligation. 
 
In this pandemic, in America, we… https://t.co/i8Pmbmy1iJ",FALSE,160483,NA,2021-01-16T01:40:00Z,TRUE,NA,1350256455748882434,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,16051,FALSE,FALSE,NA,NA
Science will always be at the forefront of my administration — and these world-renowned scientists will ensure ever… https://t.co/sAZVOszzqD,FALSE,66888,NA,2021-01-15T22:36:00Z,TRUE,NA,1350210150481555457,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,8724,FALSE,FALSE,NA,NA
"My administration will move Heaven and Earth to:

- Allow more people to get vaccinated
- Create more places for th… https://t.co/yLoRNU2MKF",FALSE,202688,NA,2021-01-15T19:02:00Z,TRUE,NA,1350156296012656647,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,19419,FALSE,FALSE,NA,NA
"To Pilar, and the countless other small business owners across the country, know that help is on the way. https://t.co/4mKPjN6rgx",FALSE,39926,NA,2021-01-15T13:50:00Z,FALSE,NA,1350077778310270978,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,4678,FALSE,FALSE,NA,NA
"Direct cash payments.
Extended unemployment.
Rent relief. 
Food assistance. 
Aid to small businesses.
Keeping essen… https://t.co/G3OiZzRd0J",FALSE,407788,NA,2021-01-15T01:42:00Z,TRUE,NA,1349894571094810626,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,45345,FALSE,FALSE,NA,NA
We have no time to waste when it comes to getting this virus under control and building our economy back better. Tu… https://t.co/jlfTxmv8Tj,FALSE,63920,NA,2021-01-15T00:16:16Z,TRUE,NA,1349872996920430595,NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>",JoeBiden,8553,FALSE,FALSE,NA,NA
"We need to tackle the public health and economic crises we’re facing head-on. That’s why today, I’m announcing my A… https://t.co/q9mu0UEw3z",FALSE,39161,NA,2021-01-14T22:44:00Z,TRUE,NA,1349849776012087296,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,5036,FALSE,FALSE,NA,NA
"We’re in the teeth of this crisis, and we need to take immediate action to get the virus under control. That’s why… https://t.co/ovOtIYGCjV",FALSE,79007,NA,2021-01-14T03:48:00Z,TRUE,NA,1349563892087869442,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,8688,FALSE,FALSE,NA,NA
"Today, in a bipartisan vote, the House voted to impeach and hold President Trump accountable. Now, the process cont… https://t.co/BReZ8t0gO0",FALSE,279355,NA,2021-01-14T03:19:00Z,TRUE,NA,1349556594237792256,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,23426,FALSE,FALSE,NA,NA
Ambassador Samantha Power is a world-renowned voice of conscience and moral clarity—challenging and rallying the in… https://t.co/OyZ8P13yrB,FALSE,39042,NA,2021-01-13T15:20:00Z,TRUE,NA,1349375651883724804,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,4371,FALSE,FALSE,NA,NA
My number one priority is getting people vaccinated as quickly as we can to get our country back on track. https://t.co/JLY1DntIlR,FALSE,96882,NA,2021-01-12T20:27:25Z,FALSE,NA,1349090628790067200,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,8203,FALSE,FALSE,NA,NA
"It’s long past time to raise the minimum wage, so hardworking people earn at least $15 an hour. 
 
I hope that Demo… https://t.co/GjNx8dwly7",FALSE,321705,NA,2021-01-12T19:00:01Z,TRUE,NA,1349068634413436929,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,27785,FALSE,FALSE,NA,NA
"I urge every American to:

- Wear a mask
- Stay socially distanced
- Avoid large indoor gatherings

We can save cou… https://t.co/2zzQXfOqfY",FALSE,439881,NA,2021-01-12T14:05:00Z,TRUE,NA,1348994390690246657,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,41697,FALSE,FALSE,NA,NA
"Getting America vaccinated will be one of the greatest operational challenges we’ve ever faced, but my administrati… https://t.co/8UMEgFSNbc",FALSE,184519,NA,2021-01-12T01:15:00Z,TRUE,NA,1348800612742402048,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,14953,FALSE,FALSE,NA,NA
"Folks, I just received the second dose of my COVID-19 vaccine — and just like the first dose, it was safe, quick, a… https://t.co/T6MiwE0M50",FALSE,188723,NA,2021-01-11T22:45:41Z,TRUE,NA,1348763039160532992,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JoeBiden,13892,FALSE,FALSE,NA,NA
The work of the next four years must be the restoration of democracy and the recovery of respect for the rule of la… https://t.co/OEhpbkmiuy,FALSE,305904,NA,2021-01-11T20:45:00Z,TRUE,NA,1348732665005023232,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,27898,FALSE,FALSE,NA,NA
I’m asking Ambassador Bill Burns to lead the Central Intelligence Agency because he’s dealt with many of the thorni… https://t.co/gfz5zp23Bv,FALSE,48622,NA,2021-01-11T14:21:16Z,TRUE,NA,1348636095458717696,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,5529,FALSE,FALSE,NA,NA
"$600 is simply not enough when you have to choose between paying rent or putting food on the table.
 
We need $2,000 stimulus checks.",FALSE,1035613,NA,2021-01-11T00:45:00Z,FALSE,NA,1348430675238678528,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,118021,FALSE,FALSE,NA,NA
"I am proud that we have finished naming the members of our Cabinet.
 
It’s a Cabinet that looks like America and ta… https://t.co/ceC4USK4Tb",FALSE,109714,NA,2021-01-10T19:30:00Z,TRUE,NA,1348351402624524288,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,10916,FALSE,FALSE,NA,NA
"In 10 days, we move forward and rebuild — together.",FALSE,1070179,NA,2021-01-10T16:05:00Z,FALSE,NA,1348299813163474944,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,74278,FALSE,FALSE,NA,NA
The bottom line is we need to provide immediate relief for working families and businesses. Now. https://t.co/syaHTaX3O4,FALSE,69341,NA,2021-01-10T00:30:00Z,FALSE,NA,1348064513170567168,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,6960,FALSE,FALSE,NA,NA
"Our president is not above the law. 

Justice serves the people — it doesn’t protect the powerful.",FALSE,916635,NA,2021-01-09T20:30:00Z,FALSE,NA,1348004115121647622,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,91501,FALSE,FALSE,NA,NA
"From the most inequitable economic and jobs crisis in modern history, my jobs team will help us build back better w… https://t.co/jgzWFwx2OV",FALSE,84878,NA,2021-01-09T16:45:00Z,TRUE,NA,1347947491300401152,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,6738,FALSE,FALSE,NA,NA
My administration will get right to work distributing emergency aid swiftly and equitably. Our focus will be on the… https://t.co/aDt1sO6DNt,FALSE,69410,NA,2021-01-09T00:40:00Z,TRUE,NA,1347704641136463872,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,6955,FALSE,FALSE,NA,NA
.@GabbyGiffords — Your perseverance and immeasurable courage continue to inspire me and millions of others. I pledg… https://t.co/jUF8H0wAbd,FALSE,51396,NA,2021-01-08T22:06:00Z,TRUE,NA,1347665885666938886,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JoeBiden,4840,FALSE,FALSE,NA,NA
"Ten years ago today, in Tucson, Arizona, six innocent lives were taken away by a senseless and brutal act of violen… https://t.co/uXkn6ke2db",FALSE,140952,NA,2021-01-08T21:02:00Z,TRUE,NA,1347649779921203201,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,10652,FALSE,FALSE,NA,NA
We need to build a new American economy where everyone enjoys a fair return for their work and an equal chance to g… https://t.co/QIlgMrb358,FALSE,47154,NA,2021-01-08T18:57:11Z,TRUE,NA,1347618371135705090,NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>",JoeBiden,5004,FALSE,FALSE,NA,NA
"We need to restore the honor, the integrity, and the independence of the Department of Justice in this nation — and… https://t.co/S0uSg2zMkk",FALSE,125279,NA,2021-01-08T15:51:36Z,TRUE,NA,1347571667598503937,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JoeBiden,9333,FALSE,FALSE,NA,NA
I’m proud to nominate Judge Merrick Garland for Attorney General of the United States. https://t.co/xBR5PAN2wH,FALSE,69548,NA,2021-01-08T03:00:00Z,FALSE,NA,1347377487374741508,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,5510,FALSE,FALSE,NA,NA
"For the past four years, President Trump has unleashed an all-out assault on the institutions of our democracy.

Ye… https://t.co/TDhfSvps7t",FALSE,79914,NA,2021-01-08T02:15:00Z,TRUE,NA,1347366160807981056,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,10655,FALSE,FALSE,NA,NA
"This team shares my belief that the middle class built this country and that unions built the middle class.

They w… https://t.co/tBqmA4N4V7",FALSE,30742,NA,2021-01-08T01:20:00Z,TRUE,NA,1347352319726215168,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,3200,FALSE,FALSE,NA,NA
No one can tell me that if it had been a group of Black Lives Matter protestors yesterday that they wouldn’t have b… https://t.co/wTkIGHwChh,FALSE,550920,NA,2021-01-07T21:45:00Z,TRUE,NA,1347298213422747649,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,97360,FALSE,FALSE,NA,NA
Merrick Garland will serve as the Attorney General of the United States — not as my personal lawyer.,FALSE,620946,NA,2021-01-07T21:03:00Z,FALSE,NA,1347287643776667648,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,38204,FALSE,FALSE,NA,NA
"What we witnessed yesterday was not dissent — it was disorder. 

They weren’t protestors — they were rioters, insur… https://t.co/5D3j5ox80f",FALSE,320661,NA,2021-01-07T20:20:00Z,TRUE,NA,1347276822078218241,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,43455,FALSE,FALSE,NA,NA
It’s time for a Department of Justice that serves the interests of the people — not a presidency. Tune in as I intr… https://t.co/J0wyesJCJ5,FALSE,63705,NA,2021-01-07T18:46:43Z,TRUE,NA,1347253347057733632,NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>",JoeBiden,7220,FALSE,FALSE,NA,NA
"Our nominees for the Justice Department will restore the independence of the Department, so it serves the interests… https://t.co/I9unVVt0UJ",FALSE,94425,NA,2021-01-07T15:15:00Z,TRUE,NA,1347200066646376448,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,9995,FALSE,FALSE,NA,NA
"Today is a reminder, a painful one, that democracy is fragile. To preserve it requires people of good will, leaders… https://t.co/0mJWGvksK4",FALSE,663946,NA,2021-01-07T01:03:00Z,TRUE,NA,1346985653658116098,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,72224,FALSE,FALSE,NA,NA
"Through war and strife, America has endured much. And we will endure here and prevail now. https://t.co/OvNOV0ogWG",FALSE,130470,NA,2021-01-06T23:36:00Z,FALSE,NA,1346963759156195332,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,15082,FALSE,FALSE,NA,NA
"Our way is plain: It is the way of democracy — of lawfulness, and of respect — respect for each other, and for our nation.",FALSE,370002,NA,2021-01-06T21:55:00Z,FALSE,NA,1346938341791387651,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,30538,FALSE,FALSE,NA,NA
America is so much better than what we’re seeing today.,FALSE,1163541,NA,2021-01-06T21:30:00Z,FALSE,NA,1346932050746630149,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,100244,FALSE,FALSE,NA,NA
I call on President Trump to go on national television now to fulfill his oath and defend the Constitution by deman… https://t.co/0EtvVBfAkX,FALSE,1069444,NA,2021-01-06T21:20:00Z,TRUE,NA,1346929533774159876,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,107622,FALSE,FALSE,NA,NA
Let me be very clear: the scenes of chaos at the Capitol do not represent who we are. What we are seeing is a small… https://t.co/MfIJhp0lky,FALSE,812862,NA,2021-01-06T21:15:00Z,TRUE,NA,1346928275470299142,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,101280,FALSE,FALSE,NA,NA
I called Reverend Warnock and Jon Ossoff this morning to congratulate them on their hard-fought campaigns. Georgia… https://t.co/aAvWNFiFBq,FALSE,253166,NA,2021-01-06T18:47:00Z,TRUE,NA,1346891030055022592,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,18154,FALSE,FALSE,NA,NA
"Stay in line, Georgia. If you’re in line at your polling place by 7 PM, you can vote.",FALSE,299402,NA,2021-01-05T23:45:00Z,FALSE,NA,1346603636168642561,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,21406,FALSE,FALSE,NA,NA
"Georgia voters: If you’re voting in the county where you’re registered, you’re entitled to ask for a provisional ba… https://t.co/fIHqVYJuPr",FALSE,64386,NA,2021-01-05T23:33:00Z,TRUE,NA,1346600616408330241,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,8300,FALSE,FALSE,NA,NA
"Georgia — If you elect @ReverendWarnock and @Ossoff, we can break the gridlock that has gripped Washington.

We’ll… https://t.co/pPE2FXrmVU",FALSE,35543,NA,2021-01-05T21:15:00Z,TRUE,NA,1346565887571107840,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,4790,FALSE,FALSE,NA,NA
"Georgia — If you have any questions today while voting, reach out to the Voter Protection Hotline: 1-888-730-5816",FALSE,148763,NA,2021-01-05T19:15:00Z,FALSE,NA,1346535688733265921,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,20722,FALSE,FALSE,NA,NA
"Georgia — The nation is looking to you to lead us forward. 

The power is in your hands: https://t.co/RIJ1L4B5o9 https://t.co/BhZ3Mcfozm",FALSE,38625,NA,2021-01-05T17:30:00Z,FALSE,NA,1346509264299282433,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,5794,FALSE,FALSE,NA,NA
"Go vote, Georgia!

https://t.co/RIJ1L4B5o9",FALSE,148760,NA,2021-01-05T15:17:24Z,FALSE,NA,1346475895955939328,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JoeBiden,16410,FALSE,FALSE,NA,NA
I’m asking you to give everything you’ve got for one more day — because that one day can change America.… https://t.co/8O1LM2Qw5m,FALSE,41781,NA,2021-01-05T02:45:00Z,TRUE,NA,1346286546975014912,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,6053,FALSE,FALSE,NA,NA
"In America, politicians can’t assert, take, or seize power.

It has to be given by the American people.

We can’t e… https://t.co/ObWXYNTVtK",FALSE,239044,NA,2021-01-05T01:45:00Z,TRUE,NA,1346271447346507788,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,27356,FALSE,FALSE,NA,NA
"The debate over $2,000 isn’t some abstract debate in Washington. It’s about real lives.

Hardworking Americans need… https://t.co/qAQwpuRYrk",FALSE,36686,NA,2021-01-05T00:52:00Z,TRUE,NA,1346258109518413825,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,5620,FALSE,FALSE,NA,NA
"With just one day to go until the Georgia Senate runoffs, I’m in Atlanta to get out the vote. Tune in. https://t.co/I4MBUj0g3o",FALSE,29149,NA,2021-01-04T20:58:49Z,FALSE,NA,1346199428625965056,NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>",JoeBiden,4422,FALSE,FALSE,NA,NA
"One day left, folks. I’m on my way to Georgia to help send @ReverendWarnock and @Ossoff to the Senate. See you soon, Atlanta!",FALSE,197992,NA,2021-01-04T20:15:00Z,FALSE,NA,1346188400215224321,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,16049,FALSE,FALSE,NA,NA
"Georgia — If you haven’t returned your absentee ballot yet, drop it off at a drop box in your county today.

If you… https://t.co/fJ3rTcXMgx",FALSE,58018,NA,2021-01-04T17:43:46Z,TRUE,NA,1346150340836601857,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JoeBiden,8978,FALSE,FALSE,NA,NA
The Senate swearing-in ceremony was always one of my favorite parts of the job as Vice President. Congratulations t… https://t.co/dCuKngXvyp,FALSE,130668,NA,2021-01-04T00:55:00Z,TRUE,NA,1345896476623265792,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,9392,FALSE,FALSE,NA,NA
"With just two days to go until the Georgia Senate runoffs, @KamalaHarris is in Savannah firing up folks to get out… https://t.co/TPpwbxe1Vj",FALSE,34288,NA,2021-01-03T21:33:13Z,TRUE,NA,1345845695702396928,NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>",JoeBiden,4358,FALSE,FALSE,NA,NA
"Here’s my promise to you: I’ll be a president for all Americans. Whether you voted for me or not, I’ll wake up ever… https://t.co/rk2bjhYIRd",FALSE,429022,NA,2021-01-03T18:01:00Z,TRUE,NA,1345792290372116480,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,30734,FALSE,FALSE,NA,NA
"Floyd Little and I were students at Syracuse University together. And over the years, I got to know the man behind… https://t.co/p6Cyw20clu",FALSE,63200,NA,2021-01-03T01:30:00Z,TRUE,NA,1345542896662032384,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JoeBiden,4855,FALSE,FALSE,NA,NA
"Mask up, folks.",FALSE,869336,NA,2021-01-02T22:00:00Z,FALSE,NA,1345490049727668226,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,73608,FALSE,FALSE,NA,NA
"It’s the final weekend before the Georgia Senate runoffs, which means we have just a few days left to do everything… https://t.co/JMuwRAEGr6",FALSE,30460,NA,2021-01-02T19:18:00Z,TRUE,NA,1345449279964368896,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,5089,FALSE,FALSE,NA,NA
